2.0,121.47845112585642,149.5679970411789,193.23744832284572
2.2,73.07689274187021,88.08916757973093,109.09418003832812
2.5,34.93337422146458,42.764768408352985,56.216487468709005
3.0,12.352555241217695,15.088347640427958,19.29906326998204
3.5,4.745805924121678,5.798030268873224,7.4087091516944446
3.7,3.3161985144583626,4.052034809605603,5.176685612106399
3.8,2.78373754156634,3.4015979799602922,4.345146740138942
3.9,2.336353826126119,2.8675217266083646,3.6571548116831556
4.0,1.9765807464300964,2.4155423196690755,3.1005600775903104
4.2,1.4237536488881604,1.7400959706566763,2.2214745903505286
4.3,1.21123722035533,1.4803230594430066,1.8894951115816085
4.5,0.8843733872464266,1.0809622091878253,1.3796730057458668
5.0,0.4143899007309678,0.5071868680869434,0.6472801709281926
5.6,0.1778103148263982,0.21741068729323582,0.2773134747405759
5.7,0.1548619357355306,0.18962858332155202,0.2418007723147794
5.8,0.1353315404399149,0.16557170467901294,0.21110497711637718
5.9,0.11830215574090484,0.14454322715680096,0.18449874391557464
6.0,0.10476867969849653,0.12660298814809717,0.16125776908608208
6.1,0.09060706830970423,0.11087392463641037,0.1413472719673933
6.2,0.07941234915322311,0.09718499411592016,0.12389074335308133
6.3,0.06967471044812436,0.08518428647805448,0.10867603592307647
6.4,0.061170909085880805,0.0748771768679388,0.09380767573624008
6.5,0.0537338150017501,0.06577158063245908,0.08385033625206856
6.7,0.04158005710660391,0.050893691517955995,0.0648869048954459
7.0,0.028516439625467686,0.03494365170297875,0.04455180354423247
